plant_id,meter_id,meter_reading,date,created_at,data_availability,guid
11701955,11848078,194752875,2024-11-16 16:00:29.243784 UTC,2024-11-16 16:00:29.243790 UTC,1,
11701955,11848078,180051593,2024-10-29 16:00:27.930985 UTC,2024-10-29 16:00:27.930991 UTC,1,
11701955,11848078,156223609,2024-09-18 16:00:28.474259 UTC,2024-09-18 16:00:28.474264 UTC,1,
11701955,11848078,164995343,2024-10-07 16:00:29.245572 UTC,2024-10-07 16:00:29.245577 UTC,1,
11701955,11848078,225335281,2024-12-23 16:00:29.275036 UTC,2024-12-23 16:00:29.275042 UTC,1,
11701955,11848078,226355781,2024-12-24 16:00:29.390400 UTC,2024-12-24 16:00:29.390406 UTC,1,
11701955,11848078,301621250,2025-03-21 16:00:31.815384 UTC,2025-03-21 16:00:31.815384 UTC,1,
11701955,11848078,200933109,2024-11-24 16:00:28.732086 UTC,2024-11-24 16:00:28.732092 UTC,1,
11701955,11848078,215044968,2024-12-12 16:00:31.360424 UTC,2024-12-12 16:00:31.360430 UTC,1,
11701955,11848078,169385453,2024-10-14 16:00:28.980209 UTC,2024-10-14 16:00:28.980214 UTC,1,
11701955,11848078,228222531,2024-12-26 16:00:29.053783 UTC,2024-12-26 16:00:29.053788 UTC,1,
11701955,11848078,238245937,2025-01-08 16:00:30.935743 UTC,2025-01-08 16:00:30.935748 UTC,1,
11701955,11848078,153290843,2024-09-12 16:00:28.795475 UTC,2024-09-12 16:00:28.795479 UTC,1,
11701955,11848078,253035203,2025-01-25 16:00:31.074973 UTC,2025-01-25 16:00:31.074979 UTC,1,
11701955,11848078,181922156,2024-10-31 16:00:28.333641 UTC,2024-10-31 16:00:28.333648 UTC,1,
11701955,11848078,259517625,2025-02-04 16:00:31.136926 UTC,2025-02-04 16:00:31.136932 UTC,1,
11701955,11848078,278715687,2025-02-25 16:00:33.746282 UTC,2025-02-25 16:00:33.746282 UTC,1,
11701955,11848078,193620531,2024-11-13 16:00:28.714410 UTC,2024-11-13 16:00:28.714417 UTC,1,
11701955,11848078,270619093,2025-02-17 16:00:22.022169 UTC,2025-02-17 16:00:22.022174 UTC,1,
11701955,11848078,288159312,2025-03-05 16:00:36.569225 UTC,2025-03-05 16:00:36.569225 UTC,1,
11701955,11848078,301517312,2025-03-19 16:00:33.802456 UTC,2025-03-19 16:00:33.802456 UTC,1,
11701955,11848078,198942203,2024-11-22 16:00:29.811912 UTC,2024-11-22 16:00:29.811918 UTC,1,
11701955,11848078,266397750,2025-02-12 16:00:19.357296 UTC,2025-02-12 16:00:19.357301 UTC,1,
11701955,11848078,173899484,2024-10-20 16:00:28.438843 UTC,2024-10-20 16:00:28.438848 UTC,1,
11701955,11848078,255212187,2025-01-28 16:00:30.621860 UTC,2025-01-28 16:00:30.621865 UTC,1,
11701955,11848078,234602312,2025-01-04 16:00:31.130960 UTC,2025-01-04 16:00:31.130965 UTC,1,
11701955,11848078,301621250,2025-03-23 16:00:33.328966 UTC,2025-03-23 16:00:33.328966 UTC,1,
11701955,11848078,172814500,2024-10-19 16:00:29.165350 UTC,2024-10-19 16:00:29.165356 UTC,1,
11701955,11848078,167344015,2024-10-11 16:00:29.044002 UTC,2024-10-11 16:00:29.044008 UTC,1,
11701955,11848078,171908296,2024-10-18 16:00:29.610722 UTC,2024-10-18 16:00:29.610728 UTC,1,
11701955,11848078,272290812,2025-02-19 16:01:46.613159 UTC,2025-02-19 16:01:46.613159 UTC,1,
11701955,11848078,260315515,2025-02-05 16:00:21.270205 UTC,2025-02-05 16:00:21.270232 UTC,1,
11701955,11848078,166571359,2024-10-09 16:00:28.758818 UTC,2024-10-09 16:00:28.758823 UTC,1,
11701955,11848078,244092859,2025-01-14 16:00:31.829890 UTC,2025-01-14 16:00:31.829895 UTC,1,
11701955,11848078,174736421,2024-10-21 16:00:29.384573 UTC,2024-10-21 16:00:29.384578 UTC,1,
11701955,11848078,223644203,2024-12-21 16:00:29.216452 UTC,2024-12-21 16:00:29.216459 UTC,1,
11701955,11848078,154004031,2024-09-16 16:00:22.055535 UTC,2024-09-16 16:00:24.080616 UTC,1,
11701955,11848078,284571750,2025-03-02 16:00:36.810636 UTC,2025-03-02 16:00:36.810636 UTC,1,
11701955,11848078,180967828,2024-10-30 16:00:28.591261 UTC,2024-10-30 16:00:28.591266 UTC,1,
11701955,11848078,273076281,2025-02-20 16:00:32.906408 UTC,2025-02-20 16:00:32.906408 UTC,1,
11701955,11848078,163089640,2024-10-03 16:00:28.724982 UTC,2024-10-03 16:00:28.724986 UTC,1,
11701955,11848078,264234781,2025-02-09 16:00:23.650493 UTC,2025-02-09 16:00:23.650498 UTC,1,
11701955,11848078,233426515,2024-12-31 16:00:30.131807 UTC,2024-12-31 16:00:30.131812 UTC,1,
11701955,11848078,161018390,2024-09-29 16:00:28.476349 UTC,2024-09-29 16:00:28.476355 UTC,1,
11701955,11848078,151541062,2024-09-10 19:00:00.000000 UTC,2024-09-12 20:55:00.000000 UTC,1,
11701955,11848078,229209515,2024-12-27 16:00:32.288110 UTC,2024-12-27 16:00:32.288116 UTC,1,
11701955,11848078,218130031,2024-12-15 16:00:29.330723 UTC,2024-12-15 16:00:29.330729 UTC,1,
11701955,11848078,160609437,2024-09-28 16:00:28.734505 UTC,2024-09-28 16:00:28.734511 UTC,1,
11701955,11848078,289341187,2025-03-06 16:00:32.769693 UTC,2025-03-06 16:00:32.769693 UTC,1,
11701955,11848078,245712312,2025-01-16 16:00:31.110345 UTC,2025-01-16 16:00:31.110350 UTC,1,
11701955,11848078,299003500,2025-03-16 16:00:32.159178 UTC,2025-03-16 16:00:32.159178 UTC,1,
11701955,11848078,233638984,2025-01-01 16:00:30.947712 UTC,2025-01-01 16:00:30.947717 UTC,1,
11701955,11848078,233905062,2025-01-03 16:00:29.812096 UTC,2025-01-03 16:00:29.812100 UTC,1,
11701955,11848078,265706593,2025-02-11 16:00:19.899717 UTC,2025-02-11 16:00:19.899722 UTC,1,
11701955,11848078,186481453,2024-11-05 16:00:28.997205 UTC,2024-11-05 16:00:28.997210 UTC,1,
11701955,11848078,336170781,2025-04-13 16:00:28.000000 UTC,2025-04-13 16:00:28.000000 UTC,,
11701955,11848078,257463234,2025-02-01 16:00:30.906659 UTC,2025-02-01 16:00:30.906664 UTC,1,
11701955,11848078,296480187,2025-03-13 16:00:32.614289 UTC,2025-03-13 16:00:32.614289 UTC,1,
11701955,11848078,297362062,2025-03-14 16:00:32.086001 UTC,2025-03-14 16:00:32.086001 UTC,1,
11701955,11848078,248504218,2025-01-19 16:00:29.788741 UTC,2025-01-19 16:00:29.788745 UTC,1,
11701955,11848078,162190046,2024-10-01 16:00:28.697309 UTC,2024-10-01 16:00:28.697314 UTC,1,
11701955,11848078,255943765,2025-01-29 16:00:30.893619 UTC,2025-01-29 16:00:30.893625 UTC,1,
11701955,11848078,168335734,2024-10-12 16:00:29.456983 UTC,2024-10-12 16:00:29.456988 UTC,1,
11701955,11848078,328750562,2025-04-08 16:00:31.644304 UTC,2025-04-08 16:00:31.644304 UTC,1,
11701955,11848078,247428421,2025-01-18 16:00:30.032366 UTC,2025-01-18 16:00:30.032371 UTC,1,
11701955,11848078,220473281,2024-12-17 16:00:30.945270 UTC,2024-12-17 16:00:30.945276 UTC,1,
11701955,11848078,300735187,2025-03-18 16:00:39.598363 UTC,2025-03-18 16:00:39.598363 UTC,1,
11701955,11848078,199881781,2024-11-23 16:00:29.039214 UTC,2024-11-23 16:00:29.039219 UTC,1,
11701955,11848078,179144625,2024-10-28 16:00:28.573424 UTC,2024-10-28 16:00:28.573433 UTC,1,
11701955,11848078,183454468,2024-11-02 16:00:28.510781 UTC,2024-11-02 16:00:28.510786 UTC,1,
11701955,11848078,231344156,2024-12-29 16:00:32.180525 UTC,2024-12-29 16:00:32.180531 UTC,1,
11701955,11848078,281366875,2025-02-27 16:00:32.617932 UTC,2025-02-27 16:00:32.617932 UTC,1,
11701955,11848078,185507203,2024-11-04 16:00:28.519405 UTC,2024-11-04 16:00:28.519410 UTC,1,
11701955,11848078,237879593,2025-01-07 16:00:31.078748 UTC,2025-01-07 16:00:31.078753 UTC,1,
11701955,11848078,321940312,2025-04-04 16:00:32.332843 UTC,2025-04-04 16:00:32.332843 UTC,1,
11701955,11848078,285729843,2025-03-03 16:00:35.576299 UTC,2025-03-03 16:00:35.576299 UTC,1,
11701955,11848078,301793468,2025-03-24 16:00:32.530217 UTC,2025-03-24 16:00:32.530217 UTC,1,
11701955,11848078,295483312,2025-03-12 16:00:32.057248 UTC,2025-03-12 16:00:32.057248 UTC,1,
11701955,11848078,159612703,2024-09-26 16:00:29.050831 UTC,2024-09-26 16:00:29.050836 UTC,1,
11701955,11848078,163387578,2024-10-04 16:00:28.785135 UTC,2024-10-04 16:00:28.785140 UTC,1,
11701955,11848078,157653500,2024-09-21 16:00:28.434727 UTC,2024-09-21 16:00:28.434733 UTC,1,
11701955,11848078,161452687,2024-09-30 16:00:28.398816 UTC,2024-09-30 16:00:28.398821 UTC,1,
11701955,11848078,224337140,2024-12-22 16:00:29.893356 UTC,2024-12-22 16:00:29.893363 UTC,1,
11701955,11848078,315849093,2025-03-31 16:00:32.793012 UTC,2025-03-31 16:00:32.793012 UTC,1,
11701955,11848078,274044593,2025-02-21 16:00:34.661769 UTC,2025-02-21 16:00:34.661769 UTC,1,
11701955,11848078,188353359,2024-11-07 16:00:29.024689 UTC,2024-11-07 16:00:29.024694 UTC,1,
11701955,11848078,204067078,2024-11-28 16:00:29.674389 UTC,2024-11-28 16:00:29.674396 UTC,1,
11701955,11848078,301621250,2025-03-22 16:00:41.586314 UTC,2025-03-22 16:00:41.586314 UTC,1,
