plant_id,created_at,temperature,module_temperature,ambient_temperature,solar_irradiation
1535727,2023-07-16 01:14:39.000000 UTC,29.2,27,26.7,43
1535727,2023-08-07 03:19:21.000000 UTC,29.2,27,26.9,46
1535727,2023-08-07 03:19:21.000000 UTC,29.2,27,26.9,46
1535727,2023-08-08 02:39:19.000000 UTC,29.2,27,27,161
1535727,2023-08-24 00:44:24.000000 UTC,29.2,27,27.4,19
1535727,2023-08-10 21:54:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 22:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 22:34:22.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 22:34:22.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 22:49:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 03:19:36.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 03:19:36.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 03:19:36.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:24:13.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 03:39:29.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 03:39:29.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 23:54:45.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 23:54:45.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 00:35:18.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 00:35:18.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 00:35:18.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 03:54:26.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 03:54:26.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:10:18.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:10:18.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 22:59:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 22:59:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 22:59:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 02:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 02:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 02:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 02:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:54:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:54:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:54:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-10 23:49:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 04:24:19.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 05:44:37.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 06:14:28.000000 UTC,25.7,27,28.9,1
1535727,2023-08-11 06:14:28.000000 UTC,25.7,27,28.9,1
1535727,2023-07-16 04:29:19.000000 UTC,28.7,27,27.1,85
1535727,2023-07-16 04:29:19.000000 UTC,28.7,27,27.1,100
1535727,2023-06-18 10:14:20.000000 UTC,29.7,27,27.2,33
1535727,2023-06-18 10:14:20.000000 UTC,29.7,27,27.3,24
1535727,2023-06-08 19:04:25.000000 UTC,29.7,27,28.1,0
1535727,2023-06-08 15:59:19.000000 UTC,29.7,27,27.4,1
1535727,2023-07-13 18:01:45.000000 UTC,29.7,27,27.6,1
1535727,2023-07-13 18:04:19.000000 UTC,29.7,27,27.6,1
1535727,2023-07-13 18:04:19.000000 UTC,29.7,27,27.6,1
1535727,2023-07-13 19:24:40.000000 UTC,29.7,27,27.5,1
1535727,2023-07-27 22:39:19.000000 UTC,29.7,27,27.7,1
1535727,2023-07-29 20:14:19.000000 UTC,29.7,27,28.3,1
1535727,2023-07-29 20:24:33.000000 UTC,29.7,27,28.3,1
1535727,2023-07-29 20:24:33.000000 UTC,29.7,27,28.3,1
1535727,2023-07-29 20:24:33.000000 UTC,29.7,27,28.2,1
1535727,2023-07-29 21:03:14.000000 UTC,29.7,27,28.1,1
1535727,2023-07-29 23:34:19.000000 UTC,29.7,27,27.9,16
1535727,2023-08-02 18:24:30.000000 UTC,29.7,27,27.5,1
1535727,2023-08-02 18:24:30.000000 UTC,29.7,27,27.3,1
1535727,2023-08-02 18:24:30.000000 UTC,29.7,27,27.2,1
1535727,2023-08-04 14:39:19.000000 UTC,29.7,27,27.6,1
1535727,2023-08-09 14:24:34.000000 UTC,29.7,27,28,1
1535727,2023-08-13 14:39:22.000000 UTC,29.7,27,28.2,1
1535727,2023-08-23 21:54:19.000000 UTC,29.7,27,27.7,1
1535727,2023-08-28 13:24:19.000000 UTC,29.7,27,28,1
1535727,2023-09-08 13:04:19.000000 UTC,29.7,27,27.5,1
1535727,2023-07-07 17:04:19.000000 UTC,29.4,27,27.2,0
1535727,2023-06-22 22:54:20.000000 UTC,29.4,27,27.2,1
1535727,2023-06-22 23:04:19.000000 UTC,29.4,27,27.3,1
1535727,2023-06-23 21:39:19.000000 UTC,29.4,27,27.3,1
1535727,2023-06-23 21:39:19.000000 UTC,29.4,27,27.3,1
1535727,2023-08-13 13:44:19.000000 UTC,29.4,27,27.6,1
1535727,2023-08-13 13:44:19.000000 UTC,29.4,27,27.6,1
1535727,2023-09-13 00:29:20.000000 UTC,29.4,27,27,58
1535727,2023-05-11 20:39:26.000000 UTC,28.9,27,27.6,1
1535727,2023-05-11 21:39:19.000000 UTC,28.9,27,27.3,1
