plant_id,generation_date,generation_amount
12018942,2025-09-30 18:00:00.000000 UTC,857.983
12018942,2025-09-27 18:00:00.000000 UTC,489
12018942,2025-09-10 18:00:00.000000 UTC,576.565
12018942,2025-09-08 18:00:00.000000 UTC,618.752
12018942,2025-09-07 18:00:00.000000 UTC,493.776
12018942,2025-09-09 18:00:00.000000 UTC,328.4
12018942,2025-09-11 18:00:00.000000 UTC,18.119
12018942,2025-09-12 18:00:00.000000 UTC,2.582
12018942,2025-09-15 18:00:00.000000 UTC,342.609
12018942,2025-09-14 18:00:00.000000 UTC,197.027
12018942,2025-09-16 18:00:00.000000 UTC,424.48
15848107,2025-09-20 18:00:00.000000 UTC,"3,407.70"
15848107,2025-09-18 18:00:00.000000 UTC,"2,491.14"
15848107,2025-09-19 18:00:00.000000 UTC,358.541
15848107,2025-09-17 18:00:00.000000 UTC,"2,089.90"
15848107,2025-09-21 18:00:00.000000 UTC,"3,989.62"
15848107,2025-09-26 18:00:00.000000 UTC,"3,634.85"
15848107,2025-09-23 18:00:00.000000 UTC,"4,944.29"
15848107,2025-09-24 18:00:00.000000 UTC,"4,496.03"
15848107,2025-09-22 18:00:00.000000 UTC,"1,664.12"
15848107,2025-09-25 18:00:00.000000 UTC,"4,115.41"
15848107,2025-09-28 18:00:00.000000 UTC,"1,906.46"
15848107,2025-09-29 18:00:00.000000 UTC,"4,640.32"
15848107,2025-10-01 18:00:00.000000 UTC,"2,457.95"
15848107,2025-09-30 18:00:00.000000 UTC,"3,492.37"
15848107,2025-09-27 18:00:00.000000 UTC,"4,272.67"
15848107,2025-09-10 18:00:00.000000 UTC,"3,981.79"
15848107,2025-09-09 18:00:00.000000 UTC,"1,838.72"
15848107,2025-09-11 18:00:00.000000 UTC,"2,237.54"
15848107,2025-09-12 18:00:00.000000 UTC,425.502
15848107,2025-09-15 18:00:00.000000 UTC,"2,107.03"
15848107,2025-09-14 18:00:00.000000 UTC,174.341
15848107,2025-09-16 18:00:00.000000 UTC,"2,053.53"
15848107,2025-09-13 18:00:00.000000 UTC,"1,250.17"
11605154,2025-07-31 18:00:00.000000 UTC,161.7
11605154,2025-07-30 18:00:00.000000 UTC,481
11605154,2025-08-02 18:00:00.000000 UTC,273.5
11605154,2025-08-01 18:00:00.000000 UTC,239.7
11605154,2025-07-29 18:00:00.000000 UTC,299.8
11605154,2025-08-08 18:00:00.000000 UTC,132.5
11605154,2025-08-12 18:00:00.000000 UTC,345.7
11605154,2025-08-11 18:00:00.000000 UTC,515.5
11605154,2025-08-09 18:00:00.000000 UTC,342.6
11605154,2025-08-10 18:00:00.000000 UTC,426.7
11605154,2025-07-23 18:00:00.000000 UTC,251.9
11605154,2025-07-19 18:00:00.000000 UTC,675.69
11605154,2025-07-20 18:00:00.000000 UTC,274.172
11605154,2025-07-21 18:00:00.000000 UTC,540.988
11605154,2025-07-22 18:00:00.000000 UTC,637.901
11605154,2025-07-28 18:00:00.000000 UTC,169.2
11605154,2025-07-24 18:00:00.000000 UTC,735.637
11605154,2025-07-25 18:00:00.000000 UTC,532.232
11605154,2025-07-26 18:00:00.000000 UTC,864.959
11605154,2025-07-27 18:00:00.000000 UTC,610.245
11605154,2025-08-05 18:00:00.000000 UTC,170.3
11605154,2025-08-06 18:00:00.000000 UTC,398.4
11605154,2025-08-07 18:00:00.000000 UTC,292.2
11605154,2025-08-04 18:00:00.000000 UTC,182.4
11605154,2025-08-03 18:00:00.000000 UTC,330.8
11701955,2025-07-31 18:00:00.000000 UTC,734
11701955,2025-07-30 18:00:00.000000 UTC,"2,094.73"
11701955,2025-08-02 18:00:00.000000 UTC,613.273
11701955,2025-08-01 18:00:00.000000 UTC,"1,420.92"
11701955,2025-07-29 18:00:00.000000 UTC,"1,517.34"
11701955,2025-08-08 18:00:00.000000 UTC,657.949
11701955,2025-08-12 18:00:00.000000 UTC,201.339
11701955,2025-08-11 18:00:00.000000 UTC,861.869
11701955,2025-08-09 18:00:00.000000 UTC,"1,147.96"
11701955,2025-08-10 18:00:00.000000 UTC,"2,139.45"
11701955,2025-07-23 18:00:00.000000 UTC,7.869
11701955,2025-07-19 18:00:00.000000 UTC,"1,571.53"
11701955,2025-07-20 18:00:00.000000 UTC,201.29
11701955,2025-07-21 18:00:00.000000 UTC,"1,765.04"
11701955,2025-07-22 18:00:00.000000 UTC,29.3
11701955,2025-07-28 18:00:00.000000 UTC,419.897
11701955,2025-07-24 18:00:00.000000 UTC,179.677
11701955,2025-07-25 18:00:00.000000 UTC,"1,535.85"
11701955,2025-07-26 18:00:00.000000 UTC,423.959
11701955,2025-08-05 18:00:00.000000 UTC,873.162
11701955,2025-08-06 18:00:00.000000 UTC,829.4
11701955,2025-08-07 18:00:00.000000 UTC,657.004
11701955,2025-08-04 18:00:00.000000 UTC,985.242
11701955,2025-08-03 18:00:00.000000 UTC,"1,282.32"
11811249,2025-07-31 18:00:00.000000 UTC,23.9
11811249,2025-07-30 18:00:00.000000 UTC,505.3
11811249,2025-07-29 18:00:00.000000 UTC,362.6
11811249,2025-07-23 18:00:00.000000 UTC,427.9
11811249,2025-07-19 18:00:00.000000 UTC,376
11811249,2025-07-20 18:00:00.000000 UTC,222.4
11811249,2025-07-21 18:00:00.000000 UTC,412.4
11811249,2025-07-22 18:00:00.000000 UTC,319.2
11811249,2025-07-28 18:00:00.000000 UTC,251.6
11811249,2025-07-24 18:00:00.000000 UTC,356.1
11811249,2025-07-25 18:00:00.000000 UTC,436.6
11811249,2025-07-26 18:00:00.000000 UTC,445
11811249,2025-07-27 18:00:00.000000 UTC,335.6
11838318,2025-07-31 18:00:00.000000 UTC,384.7
11838318,2025-07-30 18:00:00.000000 UTC,"1,107.60"
11838318,2025-08-02 18:00:00.000000 UTC,589.9
11838318,2025-08-01 18:00:00.000000 UTC,559.5
11838318,2025-07-29 18:00:00.000000 UTC,597.3
11838318,2025-08-08 18:00:00.000000 UTC,298.3
11838318,2025-08-12 18:00:00.000000 UTC,785.3
11838318,2025-08-11 18:00:00.000000 UTC,"1,109.80"
11838318,2025-08-09 18:00:00.000000 UTC,893.7
11838318,2025-08-10 18:00:00.000000 UTC,"1,105.90"
11838318,2025-07-23 18:00:00.000000 UTC,962.8
11838318,2025-07-19 18:00:00.000000 UTC,722.5
11838318,2025-07-20 18:00:00.000000 UTC,357.9
11838318,2025-07-21 18:00:00.000000 UTC,812.1
11838318,2025-07-22 18:00:00.000000 UTC,623.3
11838318,2025-07-28 18:00:00.000000 UTC,413.3
11838318,2025-07-24 18:00:00.000000 UTC,615.6
11838318,2025-07-25 18:00:00.000000 UTC,"1,069.60"
11838318,2025-07-26 18:00:00.000000 UTC,903.4
11838318,2025-07-27 18:00:00.000000 UTC,630.4
11838318,2025-08-05 18:00:00.000000 UTC,388.4
11838318,2025-08-06 18:00:00.000000 UTC,989.5
11838318,2025-08-07 18:00:00.000000 UTC,608.3
11838318,2025-08-04 18:00:00.000000 UTC,478.1
11838318,2025-08-03 18:00:00.000000 UTC,731.2
12018942,2025-07-31 18:00:00.000000 UTC,325.057
12018942,2025-07-30 18:00:00.000000 UTC,"1,098.53"
12018942,2025-08-02 18:00:00.000000 UTC,688.871
12018942,2025-08-01 18:00:00.000000 UTC,535.938
12018942,2025-07-29 18:00:00.000000 UTC,454.1
12018942,2025-08-08 18:00:00.000000 UTC,188.4
12018942,2025-08-12 18:00:00.000000 UTC,579.973
12018942,2025-08-11 18:00:00.000000 UTC,830.923
12018942,2025-08-09 18:00:00.000000 UTC,815.79
12018942,2025-08-10 18:00:00.000000 UTC,955.211
12018942,2025-07-23 18:00:00.000000 UTC,696.913
12018942,2025-07-19 18:00:00.000000 UTC,782.059
12018942,2025-07-20 18:00:00.000000 UTC,126.4
12018942,2025-07-21 18:00:00.000000 UTC,538.147
12018942,2025-07-22 18:00:00.000000 UTC,522.706
12018942,2025-07-28 18:00:00.000000 UTC,353.048
12018942,2025-07-24 18:00:00.000000 UTC,438.783
12018942,2025-07-25 18:00:00.000000 UTC,167.491
12018942,2025-07-26 18:00:00.000000 UTC,847.435
12018942,2025-07-27 18:00:00.000000 UTC,565.308
12018942,2025-08-06 18:00:00.000000 UTC,698.075
12018942,2025-08-07 18:00:00.000000 UTC,610.187
12018942,2025-08-03 18:00:00.000000 UTC,659.873
15848107,2025-07-31 18:00:00.000000 UTC,666.4
15848107,2025-07-30 18:00:00.000000 UTC,"1,271.70"
15848107,2025-08-01 18:00:00.000000 UTC,"2,549.60"
15848107,2025-07-29 18:00:00.000000 UTC,508.4
15848107,2025-08-08 18:00:00.000000 UTC,311.5
15848107,2025-08-11 18:00:00.000000 UTC,664.8
15848107,2025-08-09 18:00:00.000000 UTC,"2,825.80"
15848107,2025-08-10 18:00:00.000000 UTC,"1,577.70"
15848107,2025-07-23 18:00:00.000000 UTC,"2,584.60"
15848107,2025-07-19 18:00:00.000000 UTC,"1,188"
15848107,2025-07-20 18:00:00.000000 UTC,232.7
15848107,2025-07-21 18:00:00.000000 UTC,"1,681.90"
15848107,2025-07-22 18:00:00.000000 UTC,-714
15848107,2025-07-28 18:00:00.000000 UTC,"1,013"
15848107,2025-07-26 18:00:00.000000 UTC,"1,111.80"
15848107,2025-08-06 18:00:00.000000 UTC,828.2
15848107,2025-08-03 18:00:00.000000 UTC,"2,595.10"
12018942,2025-10-12 18:00:00.000000 UTC,907.885
11701955,2025-10-12 18:00:00.000000 UTC,"1,630.71"
15848107,2025-10-12 18:00:00.000000 UTC,"3,679.32"
11838318,2025-10-12 18:00:00.000000 UTC,"1,023.10"
11605154,2025-10-12 18:00:00.000000 UTC,582.595
12018942,2025-10-15 18:00:00.000000 UTC,"1,190.90"
11701955,2025-10-15 18:00:00.000000 UTC,"1,862.92"
15848107,2025-10-15 18:00:00.000000 UTC,"3,817.13"
11838318,2025-10-15 18:00:00.000000 UTC,"1,109.20"
11605154,2025-10-15 18:00:00.000000 UTC,"1,358.10"
12018942,2025-10-14 18:00:00.000000 UTC,684.3
11701955,2025-10-14 18:00:00.000000 UTC,"1,551.63"
15848107,2025-10-14 18:00:00.000000 UTC,"4,331.36"
11838318,2025-10-14 18:00:00.000000 UTC,"1,097.60"
11605154,2025-10-14 18:00:00.000000 UTC,483.252
12018942,2025-10-16 18:00:00.000000 UTC,602.791
11701955,2025-10-16 18:00:00.000000 UTC,"1,233.34"
15848107,2025-10-16 18:00:00.000000 UTC,"3,159.04"
11838318,2025-10-16 18:00:00.000000 UTC,927.4
11605154,2025-10-16 18:00:00.000000 UTC,532.362
12018942,2025-10-13 18:00:00.000000 UTC,951.944
11701955,2025-10-13 18:00:00.000000 UTC,"1,429.35"
15848107,2025-10-13 18:00:00.000000 UTC,"4,685.47"
11838318,2025-10-13 18:00:00.000000 UTC,"1,095.20"
11605154,2025-10-13 18:00:00.000000 UTC,670.427
12018942,2025-10-02 18:00:00.000000 UTC,355.532
11701955,2025-10-02 18:00:00.000000 UTC,"1,149.66"
15848107,2025-10-02 18:00:00.000000 UTC,"2,456.47"
11838318,2025-10-02 18:00:00.000000 UTC,365.5
11605154,2025-10-02 18:00:00.000000 UTC,262.349
12018942,2025-10-05 18:00:00.000000 UTC,526.265
11701955,2025-10-05 18:00:00.000000 UTC,917.283
15848107,2025-10-05 18:00:00.000000 UTC,"2,933.67"
11838318,2025-10-05 18:00:00.000000 UTC,625.9
11605154,2025-10-05 18:00:00.000000 UTC,550.614
12018942,2025-10-06 18:00:00.000000 UTC,355.045
11701955,2025-10-06 18:00:00.000000 UTC,"1,307.15"
15848107,2025-10-06 18:00:00.000000 UTC,"3,412.51"
11838318,2025-10-06 18:00:00.000000 UTC,456.2
11605154,2025-10-06 18:00:00.000000 UTC,444.921
12018942,2025-10-04 18:00:00.000000 UTC,577.453
11701955,2025-10-04 18:00:00.000000 UTC,942.234
15848107,2025-10-04 18:00:00.000000 UTC,"3,707.00"
11838318,2025-10-04 18:00:00.000000 UTC,926.6
11605154,2025-10-04 18:00:00.000000 UTC,819.303
12018942,2025-10-03 18:00:00.000000 UTC,248.555
11701955,2025-10-03 18:00:00.000000 UTC,644.334
11838318,2025-10-03 18:00:00.000000 UTC,299.6
11605154,2025-10-03 18:00:00.000000 UTC,182.023
11605154,2025-07-01 18:00:00.000000 UTC,880.309
11605154,2025-07-03 18:00:00.000000 UTC,671.471
11605154,2025-06-30 18:00:00.000000 UTC,735.392
11605154,2025-07-02 18:00:00.000000 UTC,558.538
11605154,2025-06-29 18:00:00.000000 UTC,584.147
11605154,2025-07-14 18:00:00.000000 UTC,281.343
11605154,2025-07-18 18:00:00.000000 UTC,378.641
11605154,2025-07-16 18:00:00.000000 UTC,346.051
11605154,2025-07-17 18:00:00.000000 UTC,209.929
11605154,2025-07-15 18:00:00.000000 UTC,225.663
11605154,2025-06-24 18:00:00.000000 UTC,"1,189.66"
11605154,2025-06-28 18:00:00.000000 UTC,754.397
11605154,2025-06-26 18:00:00.000000 UTC,946.15
11605154,2025-06-25 18:00:00.000000 UTC,425.188
11605154,2025-07-08 18:00:00.000000 UTC,164.759
11605154,2025-07-05 18:00:00.000000 UTC,572.673
11605154,2025-07-06 18:00:00.000000 UTC,738.673
11605154,2025-07-04 18:00:00.000000 UTC,703.563
11605154,2025-07-07 18:00:00.000000 UTC,436.663
11605154,2025-07-10 18:00:00.000000 UTC,169.818
11605154,2025-07-12 18:00:00.000000 UTC,527.329
11605154,2025-07-11 18:00:00.000000 UTC,740.296
11605154,2025-07-09 18:00:00.000000 UTC,239.686
11605154,2025-07-13 18:00:00.000000 UTC,618.776
11701955,2025-07-01 18:00:00.000000 UTC,"2,000.38"
11701955,2025-07-03 18:00:00.000000 UTC,"1,361.26"
11701955,2025-06-30 18:00:00.000000 UTC,"1,154.50"
11701955,2025-07-02 18:00:00.000000 UTC,"1,154.80"
11701955,2025-06-29 18:00:00.000000 UTC,"1,458.44"
11701955,2025-07-14 18:00:00.000000 UTC,"1,026.50"
11701955,2025-07-18 18:00:00.000000 UTC,"1,478.31"
11701955,2025-07-16 18:00:00.000000 UTC,941.824
11701955,2025-07-17 18:00:00.000000 UTC,904.113
11701955,2025-07-15 18:00:00.000000 UTC,319.265
11701955,2025-06-24 18:00:00.000000 UTC,"1,953.22"
11701955,2025-06-28 18:00:00.000000 UTC,"1,968.66"
11701955,2025-06-26 18:00:00.000000 UTC,"1,474.94"
11701955,2025-06-25 18:00:00.000000 UTC,"1,624.29"
11701955,2025-06-27 18:00:00.000000 UTC,"1,917.88"
11701955,2025-07-08 18:00:00.000000 UTC,704.978
11701955,2025-07-05 18:00:00.000000 UTC,"1,506.07"
11701955,2025-07-06 18:00:00.000000 UTC,"1,355.24"
11701955,2025-07-04 18:00:00.000000 UTC,"1,205.49"
11701955,2025-07-07 18:00:00.000000 UTC,"1,299.34"
11701955,2025-07-10 18:00:00.000000 UTC,645.9
11701955,2025-07-11 18:00:00.000000 UTC,"1,803.39"
11701955,2025-07-09 18:00:00.000000 UTC,380.848
11701955,2025-07-13 18:00:00.000000 UTC,"1,535.67"
11811249,2025-07-01 18:00:00.000000 UTC,448.1
11811249,2025-07-03 18:00:00.000000 UTC,365.6
11811249,2025-06-30 18:00:00.000000 UTC,344.1
11811249,2025-07-02 18:00:00.000000 UTC,316.6
11811249,2025-06-29 18:00:00.000000 UTC,383.4
11811249,2025-07-14 18:00:00.000000 UTC,235.7
11811249,2025-07-18 18:00:00.000000 UTC,428.1
11811249,2025-07-16 18:00:00.000000 UTC,327.1
11811249,2025-07-17 18:00:00.000000 UTC,160.9
11811249,2025-07-15 18:00:00.000000 UTC,202
11811249,2025-06-24 18:00:00.000000 UTC,505.7
11811249,2025-06-28 18:00:00.000000 UTC,412
11811249,2025-06-26 18:00:00.000000 UTC,538.7
11811249,2025-06-25 18:00:00.000000 UTC,362.1
11811249,2025-06-27 18:00:00.000000 UTC,458.9
11811249,2025-07-08 18:00:00.000000 UTC,121.7
11811249,2025-07-05 18:00:00.000000 UTC,420.8
11811249,2025-07-06 18:00:00.000000 UTC,451.5
11811249,2025-07-04 18:00:00.000000 UTC,289.8
11811249,2025-07-07 18:00:00.000000 UTC,268
11811249,2025-07-10 18:00:00.000000 UTC,167.3
11811249,2025-07-12 18:00:00.000000 UTC,513.9
11811249,2025-07-11 18:00:00.000000 UTC,432.3
11811249,2025-07-09 18:00:00.000000 UTC,113.5
11811249,2025-07-13 18:00:00.000000 UTC,404.5
11838318,2025-07-01 18:00:00.000000 UTC,947.8
11838318,2025-07-03 18:00:00.000000 UTC,655
11838318,2025-06-30 18:00:00.000000 UTC,848.2
11838318,2025-07-02 18:00:00.000000 UTC,614
11838318,2025-06-29 18:00:00.000000 UTC,854.2
11838318,2025-07-18 18:00:00.000000 UTC,854.1
11838318,2025-07-16 18:00:00.000000 UTC,68.4
11838318,2025-07-17 18:00:00.000000 UTC,335.5
11838318,2025-06-24 18:00:00.000000 UTC,932.9
11838318,2025-06-28 18:00:00.000000 UTC,949.7
11838318,2025-06-26 18:00:00.000000 UTC,"1,092.30"
11838318,2025-06-25 18:00:00.000000 UTC,788
11838318,2025-06-27 18:00:00.000000 UTC,957
11838318,2025-07-08 18:00:00.000000 UTC,247.3
11838318,2025-07-05 18:00:00.000000 UTC,840.7
11838318,2025-07-06 18:00:00.000000 UTC,995.6
11838318,2025-07-04 18:00:00.000000 UTC,678.4
11838318,2025-07-07 18:00:00.000000 UTC,554.6
11838318,2025-07-10 18:00:00.000000 UTC,331.3
11838318,2025-07-12 18:00:00.000000 UTC,92.5
11838318,2025-07-11 18:00:00.000000 UTC,"1,016.60"
11838318,2025-07-09 18:00:00.000000 UTC,193.9
12018942,2025-07-01 18:00:00.000000 UTC,648.307
12018942,2025-07-03 18:00:00.000000 UTC,625.928
12018942,2025-06-30 18:00:00.000000 UTC,728.599
12018942,2025-07-02 18:00:00.000000 UTC,587.339
12018942,2025-06-29 18:00:00.000000 UTC,680.191
12018942,2025-07-14 18:00:00.000000 UTC,41.3
12018942,2025-07-18 18:00:00.000000 UTC,484.102
12018942,2025-07-16 18:00:00.000000 UTC,436.099
12018942,2025-07-17 18:00:00.000000 UTC,270.636
12018942,2025-07-15 18:00:00.000000 UTC,340.949
12018942,2025-06-24 18:00:00.000000 UTC,"1,065.28"
12018942,2025-06-28 18:00:00.000000 UTC,764.036
12018942,2025-06-26 18:00:00.000000 UTC,978.859
12018942,2025-06-25 18:00:00.000000 UTC,512.275
12018942,2025-06-27 18:00:00.000000 UTC,825.155
12018942,2025-07-08 18:00:00.000000 UTC,220.314
12018942,2025-07-05 18:00:00.000000 UTC,125.219
12018942,2025-07-06 18:00:00.000000 UTC,830.517
12018942,2025-07-04 18:00:00.000000 UTC,668.299
12018942,2025-07-07 18:00:00.000000 UTC,488.206
12018942,2025-07-10 18:00:00.000000 UTC,299.813
12018942,2025-07-12 18:00:00.000000 UTC,320.3
12018942,2025-07-11 18:00:00.000000 UTC,540.718
12018942,2025-07-09 18:00:00.000000 UTC,133.1
12018942,2025-07-13 18:00:00.000000 UTC,"1,018.61"
15848107,2025-07-01 18:00:00.000000 UTC,"1,269.70"
15848107,2025-07-03 18:00:00.000000 UTC,44.9
15848107,2025-07-02 18:00:00.000000 UTC,"1,936.10"
15848107,2025-07-14 18:00:00.000000 UTC,398.7
15848107,2025-07-18 18:00:00.000000 UTC,938.6
15848107,2025-07-16 18:00:00.000000 UTC,665.4
15848107,2025-07-17 18:00:00.000000 UTC,"1,867"
15848107,2025-07-15 18:00:00.000000 UTC,284.4
15848107,2025-07-08 18:00:00.000000 UTC,432.5
15848107,2025-07-05 18:00:00.000000 UTC,831.4
15848107,2025-07-06 18:00:00.000000 UTC,"1,454.90"
15848107,2025-07-04 18:00:00.000000 UTC,773.9
15848107,2025-07-07 18:00:00.000000 UTC,"2,818.20"
15848107,2025-07-10 18:00:00.000000 UTC,669
15848107,2025-07-12 18:00:00.000000 UTC,"1,128.80"
15848107,2025-07-11 18:00:00.000000 UTC,"1,095.60"
15848107,2025-07-09 18:00:00.000000 UTC,-765.6
15848107,2025-07-13 18:00:00.000000 UTC,"1,287.40"
1535725,2022-12-26 00:00:00.000000 UTC,1.7
1535725,2022-06-30 08:00:00.000000 UTC,45.18
1535725,2022-09-26 08:00:00.000000 UTC,63.73
1535725,2022-03-02 08:00:00.000000 UTC,62.9
1535725,2022-12-23 08:00:00.000000 UTC,29.48
1535725,2022-05-29 08:00:00.000000 UTC,41.79
1535725,2022-08-25 08:00:00.000000 UTC,60.57
1535725,2022-11-21 08:00:00.000000 UTC,43.62
1535725,2022-04-27 08:00:00.000000 UTC,58.5
1535725,2022-07-24 08:00:00.000000 UTC,29.69
1535725,2022-10-20 08:00:00.000000 UTC,60.36
1535725,2022-03-26 08:00:00.000000 UTC,50.03
1535725,2022-06-22 08:00:00.000000 UTC,29.69
1535725,2022-09-18 08:00:00.000000 UTC,47.2
1535725,2022-02-22 08:00:00.000000 UTC,53.15
1535725,2022-12-15 08:00:00.000000 UTC,28.28
1535725,2022-08-17 08:00:00.000000 UTC,62.89
1535725,2022-04-19 08:00:00.000000 UTC,39.15
1535725,2022-07-16 08:00:00.000000 UTC,61.49
1535725,2022-10-12 08:00:00.000000 UTC,42.42
1535725,2022-03-18 08:00:00.000000 UTC,57.15
1535725,2022-06-14 08:00:00.000000 UTC,40.77
1535725,2022-09-10 08:00:00.000000 UTC,51.07
