generation_date,energy_kwh,energy_kwh_filled,expected_kwh,temp,clouds_all,daily_rain_mm,anomaly_hours,pr_daily,energy_30d,expected_30d,pr_30d
2024-01-01 00:00:00+06:00,695.3687694387,695.2879961776,935.4054525735072,18.59138888888889,12.666666666666666,0.0,0,0.7433875519172856,496.59696980809997,956.3920556455812,0.5199388494040993
2024-01-02 00:00:00+06:00,360.9004241465,365.9487628363,932.3196979469703,17.42548611111111,18.348958333333332,0.0,3,0.3870994305292772,467.761753405975,957.975261130188,0.48968576172026107
2024-01-03 00:00:00+06:00,357.4798953222,357.3734656611,936.7864195706538,17.37987847222222,37.734375,0.0,2,0.3816023459072341,451.9606585949,959.4075487515648,0.4728058054288554
2024-01-04 00:00:00+06:00,759.5406175112,759.5202784833999,943.7878541068307,17.07425347222222,34.166666666666664,0.0,2,0.8047789704075011,461.41484637682777,961.2781059552516,0.4813428577458605
2024-01-05 00:00:00+06:00,625.9701094275999,625.9379834498,949.9071059843241,17.536406250000002,14.746527777777779,0.0,2,0.6589803418503221,471.8494837154737,963.9670398353743,0.4903044911872893
2024-01-06 00:00:00+06:00,828.2362255223,828.2075564112,955.3349515036348,17.910625,12.503472222222221,0.0,0,0.8669589908949843,479.417891068515,966.154701092951,0.49671142094147314
2024-01-07 00:00:00+06:00,661.8773652778,661.8104614667,962.1079671030957,18.449340277777775,4.208333333333333,0.0,0,0.6879449998431162,487.3604926988,968.4169442107823,0.5034157857308633
2024-01-08 00:00:00+06:00,336.5202186311,396.5614176244,961.8811262186631,18.229895833333334,19.875,0.0,1,0.34985634862597287,482.1966141682136,970.1262897461354,0.4974204174111104
2024-01-09 00:00:00+06:00,506.16510077419997,532.25843005755,958.8974195782653,17.104149305555556,21.166666666666668,0.0,2,0.5278615735526929,493.5001654965261,972.2665292640227,0.5074494633141715
2024-01-10 00:00:00+06:00,560.8584560109999,560.7622166888,961.9297500837115,16.40545138888889,17.958333333333332,0.0,0,0.5830555255850975,492.542417465525,974.7143702843068,0.5053207493351637
2024-01-11 00:00:00+06:00,516.5303742557,516.4920700835,966.5981199770463,16.269982638888887,32.60243055555556,0.0,1,0.534379659530029,483.759913208824,977.2615828118355,0.49562337424198133
2024-01-12 00:00:00+06:00,192.8600479442,192.8600479442,960.0655706232017,15.258888888888889,58.73090277777778,0.0,0,0.20088216247460047,477.8657672072038,979.9252745895249,0.4887078943402981
2024-01-13 00:00:00+06:00,137.4469993666,137.4469299777,970.1687129076481,15.66407986111111,53.810763888888886,0.0,0,0.14167329613698212,467.1891952731889,982.5269139248327,0.47729429390538675
2024-01-14 00:00:00+06:00,271.0824541278,271.0824541278,971.2569831275999,15.010052083333333,53.5,0.0,4,0.27910476715943083,474.40435790509997,985.3257408509393,0.4827767001699104
2024-01-15 00:00:00+06:00,638.1174893646,671.899339384,979.4337033785652,14.978159722222223,41.333333333333336,0.0,0,0.6515167766469626,485.26676115052413,988.2451109016256,0.4915698753389869
2024-01-16 00:00:00+06:00,35.2335073741,235.22011649011125,981.7233433992898,15.14861111111111,56.453125,0.0,3,0.03588944646268812,481.53946515901333,991.2823447660168,0.4867171936540829
2024-01-17 00:00:00+06:00,199.1431416177,202.26119239829998,982.3241506935958,14.644895833333335,67.25,0.0,6,0.20272650476636428,474.90995640143996,996.2819538628119,0.47718502511309285
2024-01-18 00:00:00+06:00,622.1360386696,625.4238688446,993.0775784179251,15.642708333333333,59.17881944444445,0.0,2,0.6264727471349487,462.87994226322337,1001.6674351836043,0.464281710762117
2024-01-19 00:00:00+06:00,659.6729558111,659.6500205722,1012.3678496775838,17.539878472222224,35.348958333333336,0.0,0,0.6516138931330059,452.37839472427,1007.2282225775194,0.4528432890550392
2024-01-20 00:00:00+06:00,623.2176307763,648.8612164874,1007.7202649869076,16.332534722222224,36.217013888888886,0.0,3,0.6184430862709671,454.84951124046,1012.9209227977153,0.45094995704098273
2024-01-21 00:00:00+06:00,646.2125253045,666.2834728795,1013.6618065674078,15.918576388888889,42.44965277777778,0.0,3,0.6375030815186656,462.18086237652,1018.5145115958106,0.45421133120888285
2024-01-22 00:00:00+06:00,373.7551650259,373.6918708537,1006.022545988552,14.033836805555557,53.265625,0.0,3,0.37151768269630125,434.57298819244335,1024.2761863176595,0.4253126981790501
2024-01-23 00:00:00+06:00,742.1782947194,748.06438979755,1019.3517986575401,14.464305555555555,39.83506944444444,0.0,3,0.7280884731815155,422.71291222120334,1029.8667226662985,0.411411367796145
2024-01-24 00:00:00+06:00,470.5142127525,485.01119176545,1031.0147137508454,16.641440972222224,66.109375,0.0,3,0.45636032781798325,446.75197101100997,1035.6928762479627,0.4307668751537779
2024-01-25 00:00:00+06:00,272.979811048,273.4561690952,1038.3946834725223,17.265694444444446,56.970486111111114,0.0,2,0.26288637200560505,465.19016412691667,1041.7207496391345,0.44415273137243083
2024-01-26 00:00:00+06:00,330.5121171667,475.2923825609648,1046.5175690317592,16.990972222222222,34.65972222222222,0.0,0,0.3158208967982169,480.3979630509033,1047.864126933827,0.4542954235064617
2024-01-27 00:00:00+06:00,189.5983249888,976.3946902881477,1050.1695366428376,15.88361111111111,32.11805555555556,0.0,1,0.18054068259769215,499.76240711539333,1054.2939897282938,0.46803284355452074
2024-01-28 00:00:00+06:00,669.2137489667,669.10645865,1060.8940678558185,15.850746527777778,3.001736111111111,0.0,0,0.6308016693120485,527.6276777330299,1061.3330939802647,0.4906168310667733
2024-01-29 00:00:00+06:00,789.4140520224,789.3439412446,1069.98747232084,16.431128472222223,9.664930555555555,0.0,0,0.7377787800731288,553.1109229448833,1068.3808765445888,0.5113384942763504
2024-01-30 00:00:00+06:00,373.4478814052,419.30328228005,1079.3621268333593,18.47625,33.72222222222222,0.0,0,0.34598942479186684,574.75547986038,1075.7596375619871,0.5277604162632726
2024-01-31 00:00:00+06:00,496.4835067115,500.96066254920004,1085.393725477363,19.76296875,56.251736111111114,0.0,0,0.4574224956875842,561.28576556878,1083.0329825526987,0.5125567565741884
2024-02-01 00:00:00+06:00,0.0,1021.8500993936684,1093.8841375707423,20.398368055555554,56.041666666666664,0.32,0,0.0,584.3548617488866,1090.6629893911697,0.5313861106582103
2024-02-02 00:00:00+06:00,42.4334691536,536.9578958621584,1103.6100413881063,20.8921875,41.880208333333336,0.0,0,0.03844969469490123,615.9120556618166,1098.4424890316125,0.5560466829594831
2024-02-03 00:00:00+06:00,833.6741129969,949.28641644515,1114.5688607127079,20.44875,11.270833333333334,0.0,0,0.747979009985807,634.6941591835133,1105.969442192491,0.5675872786329937
2024-02-04 00:00:00+06:00,845.9106435094,845.8601220594,1117.7147699271854,19.25173611111111,15.175347222222221,0.0,0,0.7568215668873264,647.1973171717899,1113.1621266218865,0.5739515787421322
2024-02-05 00:00:00+06:00,0.0,1054.1050807790582,1128.1851931591004,20.326753472222222,19.40972222222222,0.0,2,0.0,658.9515947931934,1120.7954800834314,0.5796387819949437
2024-02-06 00:00:00+06:00,306.0750861406,314.12079348649996,1129.824057562264,20.508125,39.51215277777778,0.0,0,0.270905088355965,654.4703651912066,1128.3832621677127,0.5721317332736546
2024-02-07 00:00:00+06:00,1057.6919823253,1127.15856586445,1136.6657336685878,20.088541666666668,19.40277777777778,0.0,0,0.9305215693549588,671.8965405178834,1136.7512467094055,0.5835212432296016
2024-02-08 00:00:00+06:00,1059.3108942514,1064.4458880985999,1139.7336213134254,17.769079861111113,29.758680555555554,0.0,0,0.9294372601122827,663.0822065928667,1144.5908984445837,0.5719454637792829
2024-02-09 00:00:00+06:00,1017.0924237306,1021.8919441125499,1146.231068924488,17.498524305555556,8.574652777777777,0.0,0,0.8873362896060223,653.30553106686,1152.071557934578,0.5614387015711123
2024-02-10 00:00:00+06:00,1097.4636961904,1100.22363106635,1159.494003811046,18.943003472222223,0.421875,0.0,0,0.9465022609718,644.2062040319266,1159.698875324822,0.5526758225042587
2024-02-11 00:00:00+06:00,1028.8181664733,1029.06458290895,1171.2386981823245,19.715173611111112,10.53125,0.0,0,0.8784017878421788,648.2658532640966,1166.7719429307062,0.5541263768511986
2024-02-12 00:00:00+06:00,901.9443557221999,901.9319995,1181.602189837371,20.33125,23.894097222222225,0.0,0,0.763323192424295,684.55522754465,1174.353438807749,0.5814590411399931
2024-02-13 00:00:00+06:00,920.4191615927,987.16154183255,1192.619813649552,20.953836805555557,38.57638888888889,0.0,0,0.7717624267670959,695.5650024418667,1181.8821712669435,0.5863244839213725
2024-02-14 00:00:00+06:00,234.0260606166,838.4679676486738,1197.6340530999144,21.34154513888889,72.48784722222221,0.0,0,0.19540698597443443,703.5367254766667,1189.4814177512587,0.5881466905885424
2024-02-15 00:00:00+06:00,727.3063927773,736.69975197175,1210.6235485534175,22.446215277777778,51.05902777777778,0.5800000000000001,0,0.6007700689833462,720.4412319182867,1197.096638029695,0.5990577751095836
2024-02-16 00:00:00+06:00,1145.8589590056,1145.8920915389501,1215.70913990688,22.233611111111113,14.362847222222221,0.0,0,0.9425436738045496,742.84526256717,1204.7635697811106,0.6134237318425347
2024-02-17 00:00:00+06:00,1185.5991443205,1192.4659150131001,1218.8861732442838,21.43737847222222,10.375,0.0,0,0.9726906173402686,782.6117454560534,1212.3901186187973,0.6434888003161083
2024-02-18 00:00:00+06:00,1034.7676954594,1045.9251613538,1228.1483825594432,21.647031249999998,24.746527777777775,0.0,0,0.8425428964071584,815.7552908911233,1219.989059787633,0.6681598009234683
2024-02-19 00:00:00+06:00,975.8459594184,1028.1349904364001,1236.7208688332562,21.753350694444446,25.67013888888889,0.0,0,0.7890591838553107,807.4553977019134,1226.8946282043657,0.6579723547912091
2024-02-20 00:00:00+06:00,511.7756372449,515.00672650035,1241.2952690958477,23.597274305555555,35.09722222222222,0.0,0,0.4122916198799939,820.6437784358567,1234.5204893516086,0.6634807218958075
2024-02-21 00:00:00+06:00,896.5404248262,896.5404248262,1257.0620822393341,24.718489583333334,46.295138888888886,0.0,0,0.7132029813747148,864.5427645536499,1241.669031471057,0.6961767077804523
2024-02-22 00:00:00+06:00,477.7482769689,478.83534196889997,1254.5413507128833,23.21371527777778,68.62326388888889,3.61,0,0.3808150896719532,893.3330152895167,1249.0341549180926,0.7160134285881647
2024-02-23 00:00:00+06:00,177.2139469723,560.9854693496976,1255.4344984506856,22.116961805555558,54.248263888888886,1.0899999999999999,0,0.14115746157286363,898.6743827625667,1256.5507071250127,0.7147999560945991
2024-02-24 00:00:00+06:00,0.0,1194.125059227067,1267.2142051798348,22.146041666666665,38.90451388888889,0.0,0,0.0,902.0487594551067,1264.1982108784846,0.7120731004347716
2024-02-25 00:00:00+06:00,452.30159413179996,455.6837037466,1258.709597208284,20.840173611111112,61.80381944444445,0.0,0,0.35933752720640905,909.1580459553433,1271.7813464051683,0.7123500809957232
2024-02-26 00:00:00+06:00,1278.2795534054,1278.2614217443,1277.6144129541192,21.08357638888889,8.371527777777777,0.0,0,1.000520611261533,909.72172091458,1279.4194208774265,0.7075498463367683
2024-02-27 00:00:00+06:00,999.5069958831999,999.4680114831999,1286.7560416316546,21.30953125,65.046875,0.0,0,0.7767649527534277,914.17332670139,1287.0170026148976,0.7059616692684662
2024-02-28 00:00:00+06:00,1028.5657430664,1051.3764484664,1297.9648668503014,22.75,35.442708333333336,0.0,0,0.792444980088223,925.3373223522867,1294.6688472566382,0.7097338669581618
2024-02-29 00:00:00+06:00,880.5830746537999,903.51972727975,1307.8187351864465,22.531649305555558,16.541666666666668,0.0,0,0.6733219604231021,919.34453887213,1301.8519695052944,0.7015410277493099
2024-03-01 00:00:00+06:00,1168.604426178,1168.5318164002,1315.4016780198367,22.21046875,2.25,0.0,0,0.8884011976761194,951.2390449395401,1309.3306094874197,0.722942766129185
2024-03-02 00:00:00+06:00,1192.9944866665,1192.9250004721,1322.6806027013401,22.60411458333333,0.16666666666666666,0.0,0,0.9019520542072068,962.2750890248767,1316.5013107593709,0.727661775024771
2024-03-03 00:00:00+06:00,1036.7398322057,1036.6786761779,1331.578276453182,23.722065972222225,14.126736111111112,0.0,0,0.7785797129156992,963.8327210644068,1323.6703066893563,0.7240277688944744
2024-03-04 00:00:00+06:00,584.6773173206,586.5642324192,1321.7359132146853,22.848923611111115,48.510416666666664,0.0,0,0.442355626018034,950.7606818363499,1331.0141720049792,0.709981550051353
2024-03-05 00:00:00+06:00,1241.5620655277,1261.9463044027,1346.4906043444664,24.27517361111111,10.237847222222223,0.0,0,0.9220725800252796,940.4446874797567,1338.2069075778174,0.6986401571039847
2024-03-06 00:00:00+06:00,1316.9695835338,1325.3972180476999,1342.641456742553,21.587447916666665,0.0,0.0,0,0.9808795765393415,926.1127541748832,1344.024731273367,0.6852318554511234
2024-03-07 00:00:00+06:00,1169.7826082166,1201.1477515555,1350.7777609733266,21.97072916666667,9.822916666666666,0.0,0,0.8660067125873413,930.2685669068167,1350.1610898968825,0.6863724892606099
2024-03-08 00:00:00+06:00,1217.9330065168,1217.8635621390001,1362.1622998761943,21.996493055555558,0.46875,0.0,0,0.8941173945479896,926.2072863802034,1356.2678928312794,0.6805286593076311
2024-03-09 00:00:00+06:00,1160.5421950276,1174.1829447943,1369.1587339175858,22.538645833333334,0.8333333333333334,0.0,0,0.8476315903174576,952.5913883995834,1363.0229495908452,0.6968694416195949
2024-03-10 00:00:00+06:00,1230.3710187377,1248.3420097981,1373.7251347250026,23.17515625,3.3333333333333335,0.0,0,0.8956457064345702,975.5345710458133,1369.6432988934625,0.7120056109156405
2024-03-11 00:00:00+06:00,1114.3739449675,1155.68563588695,1388.6362379787902,23.550642361111112,0.0,0.0,0,0.8024952212031505,1006.3754733483734,1376.3850945665627,0.7329934110723297
2024-03-12 00:00:00+06:00,1162.3663400776,1165.8157375165,1399.1661503064468,24.918489583333336,2.2916666666666665,0.0,0,0.8307564757931124,992.8459552462033,1383.6664460136521,0.7220629169526862
